标题,小区名称,价格,面积,户型
整租·胜古北里  2室1厅 南/北,朝阳-惠新西街-胜古北里,6800 元/月,53.47㎡,/
整租·首城国际中心 3房间 北,朝阳-双井-首城国际中心,12000 元/月,60.05㎡,/
整租·平乐园小区 1室1厅 南,精选,5790 元/月,朝阳-北工大-平乐园小区,/
整租·厂洼街1号院 2室1厅 南,精选,8960 元/月,海淀-厂洼-厂洼街1号院,/
整租·潘家园小区 2室1厅 南,朝阳-潘家园-潘家园小区,6100 元/月,74.00㎡,/
整租·西三环北路101号院 1室1厅 东,精选,6630 元/月,海淀-紫竹桥-西三环北路101号院,/
整租·瑞丽江畔 2室1厅 北,精选,7030 元/月,丰台-马家堡-瑞丽江畔,/
整租·天畅园 2室1厅 西,朝阳-奥林匹克公园-天畅园,11000 元/月,131.00㎡,/
整租·世界侨商中心 1室0厅 西北,精选,3988 元/月,通州-北关-世界侨商中心,/
整租·BOBO自由城 3室2厅 南/北,通州-武夷花园-BOBO自由城,7000 元/月,120.00㎡,/
整租·枫丹壹号 5室2厅 南,亦庄开发区-亦庄开发区其它-枫丹壹号,14300 元/月,147.00㎡,/
整租·悠胜美苑 5室1厅 南,东城-永定门-悠胜美苑,15000 元/月,202.00㎡,/
整租·紫御国际 3房间 北,石景山-鲁谷-紫御国际,7300 元/月,60.00㎡,/
整租·安慧北里雅园 2室1厅 南/北,朝阳-亚运村-安慧北里雅园,7680 元/月,60.00㎡,/
整租·阜成路8号院 3室1厅 东/南/西,海淀-甘家口-阜成路8号院,14000 元/月,90.00㎡,/
整租·阳光上东 3室2厅 南/北,朝阳-酒仙桥-阳光上东,34000 元/月,198.50㎡,/
整租·小关东街 2室1厅 南,精选,7960 元/月,朝阳-惠新西街-小关东街,/
整租·北京青年城 2室1厅 南,精选,8390 元/月,朝阳-北苑-北京青年城,/
整租·开园小区 2室1厅 南/北,密云-鼓楼街道-开园小区,2500 元/月,99.28㎡,/
整租·王府街18号院 2室1厅 南/北,昌平-北七家-王府街18号院,4300 元/月,90.00㎡,/
整租·公园1872 4室2厅 南/西/北,朝阳-石佛营-公园1872,43000 元/月,274.66㎡,/
整租·首创禧瑞山 3室2厅 复式 南/北,顺义-马坡-首创禧瑞山,5000 元/月,141.18㎡,/
整租·潘家园小区 2室1厅 南,精选,6160 元/月,朝阳-潘家园-潘家园小区,/
整租·香溪度 2室2厅 南/北,海淀-田村-香溪度,24500 元/月,227.69㎡,/
整租·北太平路18号院 2室1厅 南,海淀-玉泉路-北太平路18号院,5800 元/月,56.00㎡,/
整租·西荣阁 4房间 南/北,海淀-四季青-西荣阁,27000 元/月,200.00㎡,/
整租·梨园东里 3室1厅 南/北,通州-梨园-梨园东里,6200 元/月,136.00㎡,/
整租·德胜置业 1室0厅 南,西城-六铺炕-德胜置业,17100 元/月,114.00㎡,/
整租·德胜置业 1室0厅 南,西城-六铺炕-德胜置业,20000 元/月,135.00㎡,/
整租·德胜置业 1室0厅 南,西城-六铺炕-德胜置业,15000 元/月,99.00㎡,/
整租·德胜置业 1室0厅 南,西城-六铺炕-德胜置业,16000 元/月,103.00㎡,/
整租·香花畦家园 3室2厅 南/北,顺义-后沙峪-香花畦家园,10000 元/月,127.00㎡,/
整租·西海国际中心 1房间 北,海淀-苏州桥-西海国际中心,7800 元/月,37.49㎡,/
整租·荣尊堡国际俱乐部公寓 3室2厅 南/西南,朝阳-亚运村-荣尊堡国际俱乐部公寓,25000 元/月,204.85㎡,/
整租·华润小区 1室1厅 南,精选,5590 元/月,丰台-西罗园-华润小区,/
整租·小黄庄 1室1厅 南,精选,6890 元/月,朝阳-安贞-小黄庄,/
整租·三里河一区3号院 3室1厅 西/北,西城-月坛-三里河一区3号院,22500 元/月,95.90㎡,/
整租·金茂府东区 3房间 南,朝阳-大望路-金茂府东区,14000 元/月,77.00㎡,/
整租·卡尔生活馆 3室2厅 南,亦庄开发区-亦庄-卡尔生活馆,10500 元/月,138.00㎡,/
整租·瑞明路 1室1厅 北,昌平-西关环岛-瑞明路,2000 元/月,12.29㎡,/
整租·君安国际 3房间 东北,亦庄开发区-亦庄-君安国际,8500 元/月,116.00㎡,/
整租·珠江丽景家园 2室1厅 西,通州-潞苑-珠江丽景家园,3500 元/月,79.00㎡,/
整租·茂华景公院 4室2厅 南/北,石景山-杨庄-茂华景公院,15900 元/月,212.37㎡,/
整租·富锦嘉园四区 2室1厅 南/北,丰台-科技园区-富锦嘉园四区,5900 元/月,78.00㎡,/
整租·炫特嘉园一期 1室1厅 东,精选,5560 元/月,朝阳-石佛营-炫特嘉园一期,/
整租·育慧南路 4室1厅 西南,朝阳-芍药居-育慧南路,11500 元/月,114.97㎡,/
整租·中铁翰庭 1室1厅 西,精选,8560 元/月,海淀-学院路-中铁翰庭,/
整租·美立方 2室1厅 南,精选,8990 元/月,朝阳-北苑-美立方,/
整租·星河湾朗园 4室2厅 错层 东南/北,朝阳-朝青-星河湾朗园,56000 元/月,352.00㎡,/
整租·芳群园一区 2室1厅 南,丰台-方庄-芳群园一区,6000 元/月,65.00㎡,/
整租·安德东里 2室1厅 南,西城-六铺炕-安德东里,9800 元/月,63.00㎡,/
整租·中国铁建国际城 3室2厅 复式 南,朝阳-北苑-中国铁建国际城,13500 元/月,155.13㎡,/
整租·月亮城堡 2室1厅 东,通州-武夷花园-月亮城堡,4600 元/月,58.00㎡,/
整租·i立方 3房间 南/北,大兴-大兴其它-i立方,2900 元/月,75.87㎡,/
整租·南海家园六里 3室1厅 南/北,大兴-亦庄开发区其它-南海家园六里,5800 元/月,108.97㎡,/
整租·方于路58号院 1室1厅 南,精选,6330 元/月,丰台-宋家庄-方于路58号院,/
整租·双榆树北里 2室1厅 南,精选,9690 元/月,海淀-双榆树-双榆树北里,/
整租·安宁里南区 2室1厅 东,精选,7230 元/月,海淀-安宁庄-安宁里南区,/
整租·西大望路12号院 2室1厅 东/西,朝阳-大望路-西大望路12号院,7900 元/月,52.90㎡,/
整租·上龙西里 2室2厅 东/南/北,东城-安定门-上龙西里,15500 元/月,107.63㎡,/
整租·和平街十一区 2室1厅 南,精选,9230 元/月,朝阳-和平里-和平街十一区,/
整租·石油大院 3室1厅 东/南/北,海淀-二里庄-石油大院,9000 元/月,65.00㎡,/
整租·首城国际B区 2室1厅 南/西,朝阳-双井-首城国际B区,10200 元/月,82.94㎡,/
整租·华远铭悦园 2室1厅 南,通州-临河里-华远铭悦园,3800 元/月,75.00㎡,/
整租·万寿路小区 1室1厅 南,海淀-公主坟-万寿路小区,5600 元/月,40.00㎡,/
整租·金地名京 2室1厅 东南,朝阳-四惠-金地名京,12000 元/月,90.00㎡,/
整租·京旺家园 1室1厅 南,精选,4400 元/月,朝阳-中央别墅区-京旺家园,/
整租·中国铁建广场 1房间 西,朝阳-北苑-中国铁建广场,9600 元/月,68.61㎡,/
整租·天通西苑二区 3室1厅 西南,昌平-天通苑-天通西苑二区,8000 元/月,137.12㎡,/
整租·海棠湾一期 1室0厅 东,通州-临河里-海棠湾一期,3600 元/月,46.00㎡,/
整租·东湖湾三期 3室2厅 南/北,朝阳-望京-东湖湾三期,29900 元/月,179.00㎡,/
整租·泛海容郡 4室2厅 南/北,朝阳-朝阳公园-泛海容郡,83000 元/月,320.00㎡,/
整租·远洋沁山水 2室1厅 南/北,石景山-鲁谷-远洋沁山水,11500 元/月,88.00㎡,/
整租·西局欣园南区 2室1厅 南,精选,11330 元/月,丰台-七里庄-西局欣园南区,/
整租·曙光里 2室1厅 南/北,朝阳-三元桥-曙光里,6500 元/月,57.21㎡,/
整租·大西洋新城A区 3室2厅 南/北,朝阳-望京-大西洋新城A区,13500 元/月,132.71㎡,/
整租·东亚首航国际 2房间 南,顺义-顺义其它-东亚首航国际,3200 元/月,49.00㎡,/
整租·香邑山 5室2厅 南,海淀-西山-香邑山,53000 元/月,540.00㎡,/
整租·北京青年城 2室2厅 南/北,朝阳-北苑-北京青年城,7500 元/月,73.50㎡,/
整租·首开幸福广场 1室0厅 南,精选,9000 元/月,朝阳-工体-首开幸福广场,/
整租·潘家园小区 2室1厅 南/北,朝阳-潘家园-潘家园小区,5300 元/月,62.00㎡,/
整租·新裕家园 1室0厅 北,东城-崇文门-新裕家园,5900 元/月,36.29㎡,/
整租·万科紫苑 2室1厅 复式 南,丰台-青塔-万科紫苑,8000 元/月,80.00㎡,/
整租·水仙园 1室1厅 北,精选,3730 元/月,通州-武夷花园-水仙园,/
整租·FCC中央城康泽路 2室1厅 南,房山-长阳-FCC中央城康泽路,3800 元/月,39.41㎡,/
整租·甜水园北里 2室1厅 南,精选,8130 元/月,朝阳-甜水园-甜水园北里,/
整租·富力丹麦小镇D区 7室2厅 复式 南/北,大兴-大兴新机场-富力丹麦小镇D区,10000 元/月,240.00㎡,/
整租·泰禾中央广场 2室1厅 南,精选,4660 元/月,大兴-黄村火车站-泰禾中央广场,/
整租·云龙家园 1室1厅 南,大兴-旧宫-云龙家园,3600 元/月,46.00㎡,/
整租·新光大中心 1室1厅 南,精选,14000 元/月,通州-北关-新光大中心,/
整租·7克拉 1室1厅 东,精选,4760 元/月,丰台-马家堡-7克拉,/
整租·灵秀山庄 2室1厅 南,精选,5890 元/月,大兴-旧宫-灵秀山庄,/
整租·润泽悦溪 2室1厅 东南,精选,8290 元/月,朝阳-北苑-润泽悦溪,/
整租·华樾北京一期 3室1厅 南,精选,9990 元/月,朝阳-中央别墅区-华樾北京一期,/
整租·宏城花园 3室1厅 南/北,顺义-顺义城-宏城花园,5500 元/月,106.00㎡,/
整租·明天第一城6号院 2房间 东,朝阳-立水桥-明天第一城6号院,5800 元/月,65.00㎡,/
整租·月坛北街 1室1厅 南,精选,8260 元/月,西城-月坛-月坛北街,/
整租·和平街十三区 2室1厅 南,精选,8790 元/月,朝阳-和平里-和平街十三区,/
整租·满庭芳园 2室1厅 南,精选,11390 元/月,海淀-双榆树-满庭芳园,/
整租·西辛北区 2室1厅 南/北,顺义-顺义城-西辛北区,3300 元/月,78.00㎡,/
整租·阳光花园 1室1厅 南,精选,5890 元/月,丰台-角门-阳光花园,/
整租·光大水墨风景 4室2厅 南/西/北,海淀-万柳-光大水墨风景,33000 元/月,165.00㎡,/
整租·软件园小区 2室1厅 南/北,海淀-中关村-软件园小区,8200 元/月,60.00㎡,/
整租·九洲溪雅苑二区 3室1厅 南/北,房山-长阳-九洲溪雅苑二区,6500 元/月,181.07㎡,/
整租·华远铭悦园 2室1厅 南,精选,4560 元/月,通州-临河里-华远铭悦园,/
整租·开阳里四区 1室1厅 南,丰台-北京南站-开阳里四区,4200 元/月,41.00㎡,/
整租·康营家园四期A区 2室1厅 南,精选,6200 元/月,朝阳-中央别墅区-康营家园四期A区,/
整租·财富西环 1室0厅 南,丰台-菜户营-财富西环,9000 元/月,70.29㎡,/
整租·康营家园四期A区 2室1厅 南,精选,5400 元/月,朝阳-中央别墅区-康营家园四期A区,/
整租·大悦城公寓 2房间 北,精选,12000 元/月,朝阳-朝青-大悦城公寓,/
整租·小乘巷 2室1厅 南/北,西城-官园-小乘巷,8800 元/月,54.00㎡,/
整租·北京城建畅悦居 3室1厅 东南,昌平-沙河-北京城建畅悦居,6100 元/月,104.00㎡,/
整租·康营家园四期A区 1室1厅 南,精选,4500 元/月,朝阳-中央别墅区-康营家园四期A区,/
整租·天通苑一区 4室2厅 跃层 南/北,昌平-天通苑-天通苑一区,12000 元/月,207.00㎡,/
整租·宏远临空总部港 2房间 北,顺义-顺义其它-宏远临空总部港,3900 元/月,61.92㎡,/
整租·中东路58号院 3室1厅 南/北,精选,6280 元/月,昌平-立水桥-中东路58号院,/
整租·万科金域东郡 3室1厅 南/北,大兴-亦庄开发区其它-万科金域东郡,7200 元/月,91.00㎡,/
整租·东风苑小区1号院 2室2厅 南/北,朝阳-朝阳公园-东风苑小区1号院,8300 元/月,80.00㎡,/
整租·中东路58号院 3室1厅 南/西,精选,6280 元/月,昌平-立水桥-中东路58号院,/
整租·明德家园 2室1厅 南/北,顺义-后沙峪-明德家园,4800 元/月,72.00㎡,/
整租·中国铁建广场 1房间 西,朝阳-北苑-中国铁建广场,6500 元/月,75.00㎡,/
整租·观筑庭园 5室2厅 南/北,朝阳-十里河-观筑庭园,17000 元/月,188.60㎡,/
整租·新桥路小区 2室1厅 东/西,门头沟-大峪-新桥路小区,2800 元/月,67.00㎡,/
整租·泰禾北京院子 3室1厅 南/北,朝阳-中央别墅区-泰禾北京院子,24000 元/月,165.00㎡,/
整租·梵悦万国府 3室2厅 西北,东城-东直门-梵悦万国府,55000 元/月,196.00㎡,/
整租·世安家园 2室1厅 东,朝阳-望京-世安家园,7700 元/月,84.50㎡,/
整租·双榆树东里 3室1厅 东南,海淀-双榆树-双榆树东里,12500 元/月,80.00㎡,/
整租·方恒国际中心 2房间 南,朝阳-望京-方恒国际中心,10000 元/月,81.00㎡,/
整租·京旺家园 2室1厅 南,精选,7000 元/月,朝阳-中央别墅区-京旺家园,/
整租·首开国风美唐综合楼 1房间 南,昌平-回龙观-首开国风美唐综合楼,5600 元/月,67.00㎡,/
整租·望都新地 2室1厅 南,精选,5990 元/月,昌平-北七家-望都新地,/
整租·芍药居5号院 2室1厅 南,朝阳-芍药居-芍药居5号院,6500 元/月,60.00㎡,/
整租·建明里小区 2室1厅 南/北,昌平-西关环岛-建明里小区,3600 元/月,84.00㎡,/
整租·观海苑 2室1厅 南,亦庄开发区-亦庄开发区其它-观海苑,5200 元/月,90.00㎡,/
整租·林肯公园 1室1厅 北,精选,5960 元/月,亦庄开发区-亦庄-林肯公园,/
整租·阳光上东 2室1厅 西南/东北,朝阳-酒仙桥-阳光上东,21000 元/月,131.70㎡,/
整租·梅园 2室1厅 南/北,海淀-马连洼-梅园,6600 元/月,54.80㎡,/
整租·大悦城公寓 2房间 东,精选,12000 元/月,朝阳-朝青-大悦城公寓,/
整租·流星花园二区 3室1厅 南/北,昌平-回龙观-流星花园二区,6000 元/月,111.29㎡,/
整租·安华里社区 2室1厅 东/西,朝阳-安贞-安华里社区,6900 元/月,58.00㎡,/
整租·华樾北京一期 3室1厅 南,精选,10090 元/月,朝阳-中央别墅区-华樾北京一期,/
整租·茶贸国际中心 2房间 北,西城-马连道-茶贸国际中心,4100 元/月,40.00㎡,/
整租·南竺园 2室1厅 南/北,顺义-首都机场-南竺园,3800 元/月,64.00㎡,/
整租·小营东路5号院 2室1厅 南,精选,5700 元/月,海淀-清河-小营东路5号院,/
整租·望花路西里 2室1厅 南,精选,7200 元/月,朝阳-望京-望花路西里,/
整租·中国铁建梧桐汇 2室1厅 南,门头沟-上岸地铁-中国铁建梧桐汇,6000 元/月,73.41㎡,/
整租·IDCITY艾迪城 2房间 北,顺义-后沙峪-IDCITY艾迪城,5300 元/月,45.00㎡,/
整租·气象西苑 2室1厅 南,海淀-紫竹桥-气象西苑,11200 元/月,92.80㎡,/
整租·永丰里B区 2室1厅 南/北,精选,4000 元/月,通州-通州其它-永丰里B区,/
整租·久居雅园 1室1厅 南,精选,4130 元/月,通州-临河里-久居雅园,/
整租·翠成馨园A区 2室1厅 南/北,朝阳-垡头-翠成馨园A区,6600 元/月,105.00㎡,/
整租·中信锦园 2室1厅 西,西城-陶然亭-中信锦园,15000 元/月,88.00㎡,/
整租·广渠家园 1室1厅 东,精选,6390 元/月,东城-广渠门-广渠家园,/
整租·龙冠冠华苑 2室1厅 南,精选,4860 元/月,昌平-北七家-龙冠冠华苑,/
整租·苹果社区北区 4室1厅 北,朝阳-双井-苹果社区北区,32000 元/月,134.08㎡,/
整租·南湖东园二区 2室1厅 西南,精选,7860 元/月,朝阳-望京-南湖东园二区,/
整租·玉海园二里 2室1厅 南,精选,6960 元/月,海淀-玉泉路-玉海园二里,/
整租·华尊大厦 3室1厅 南/北,西城-马甸-华尊大厦,26000 元/月,226.08㎡,/
整租·马甸南村 2室1厅 西,精选,7590 元/月,西城-马甸-马甸南村,/
整租·金茂府南区 3房间 西南,朝阳-大望路-金茂府南区,19000 元/月,114.00㎡,/
整租·198别墅区 5室2厅 南/北,大兴-大兴其它-198别墅区,25000 元/月,337.78㎡,/
整租·远大美域 4室4厅 跃层 南/北,密云-溪翁庄镇-远大美域,15000 元/月,245.14㎡,/
整租·兴隆都市馨园 3室2厅 南/北,东城-崇文门-兴隆都市馨园,11500 元/月,96.00㎡,/
整租·永丰里D区 2室1厅 南/北,精选,4300 元/月,通州-通州其它-永丰里D区,/
整租·美利国际 2房间 北,大兴-旧宫-美利国际,7900 元/月,130.00㎡,/
整租·橙色年代 2房间 西,海淀-六里桥-橙色年代,5500 元/月,61.00㎡,/
整租·天恒旭辉7号院 5室2厅 南/北,大兴-大兴新机场-天恒旭辉7号院,4000 元/月,120.00㎡,/
整租·桃花苑 4室2厅 复式 南/北,昌平-北七家-桃花苑,10000 元/月,214.21㎡,/
整租·紫金庄园 4室1厅 东南,海淀-苏州桥-紫金庄园,17000 元/月,127.62㎡,/
整租·榆景苑 5室2厅 复式 东/南/北,通州-北关-榆景苑,35000 元/月,300.00㎡,/
整租·雍和家园二期 2室1厅 北,东城-和平里-雍和家园二期,28000 元/月,178.00㎡,/
整租·玉桃园三区 1室1厅 西,西城-西直门-玉桃园三区,6000 元/月,50.60㎡,/
整租·北辰机械厂 1室0厅 北,精选,3000 元/月,海淀-西三旗-北辰机械厂,/
整租·车站西街9号院 2室1厅 南/北,西城-广安门-车站西街9号院,8000 元/月,79.00㎡,/
整租·紫晶七星广场 2房间 南,昌平-回龙观-紫晶七星广场,8500 元/月,72.40㎡,/
整租·优士阁 1室1厅 东南,朝阳-劲松-优士阁,11500 元/月,78.97㎡,/
整租·未来假日 3室2厅 南/北,丰台-马家堡-未来假日,25000 元/月,262.78㎡,/
整租·和义西里二区 2室1厅 东,精选,4690 元/月,丰台-和义-和义西里二区,/
整租·农业大学附属中学家属楼 2室1厅 南,精选,7290 元/月,海淀-马连洼-农业大学附属中学家属楼,/
整租·绿地诺亚方舟 1房间 西,房山-良乡-绿地诺亚方舟,30000 元/月,163.00㎡,/
整租·首开琅樾二期 4室2厅 南/北,朝阳-中央别墅区-首开琅樾二期,20000 元/月,192.82㎡,/
整租·金隅上城郡 3室1厅 南/北,昌平-北七家-金隅上城郡,10000 元/月,212.34㎡,/
整租·旭辉26街区 5房间 南,精选,5000 元/月,顺义-顺义其它-旭辉26街区,/
整租·福苑小区 2室1厅 南,精选,4560 元/月,大兴-大兴其它-福苑小区,/
整租·观音寺北里 2室2厅 南,精选,4490 元/月,大兴-观音寺-观音寺北里,/
整租·九洲溪雅苑二区 3室2厅 南/北,房山-长阳-九洲溪雅苑二区,5000 元/月,157.95㎡,/
整租·长阳半岛怡和路1号院 2室1厅 南/北,房山-长阳-长阳半岛怡和路1号院,4700 元/月,93.00㎡,/
